iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_cases_7day_avg,new_cases_14day_avg,new_cases_growth_rate,new_cases_acceleration,new_deaths_7day_avg,new_deaths_14day_avg,new_deaths_growth_rate,new_deaths_acceleration,case_fatality_rate,year,month,week,day_of_week,new_cases_trend,wave_change
DZA,Africa,Algeria,2023-08-15,271869.0,0.0,2.429,6881.0,0.0,0.0,6054.553583541922,0.0,0.053,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,2.4285714285714284,1.2142857142857142,inf,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,1,0.0,0
DZA,Africa,Algeria,2023-08-16,271869.0,0.0,2.429,6881.0,0.0,0.0,6054.553583541922,0.0,0.053,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,2.4285714285714284,1.2142857142857142,inf,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,2,0.0,0
DZA,Africa,Algeria,2023-08-17,271869.0,0.0,2.429,6881.0,0.0,0.0,6054.553583541922,0.0,0.053,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,2.4285714285714284,1.2142857142857142,inf,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,3,0.0,0
DZA,Africa,Algeria,2023-08-18,271869.0,0.0,2.429,6881.0,0.0,0.0,6054.553583541922,0.0,0.053,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,2.4285714285714284,1.2142857142857142,inf,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,4,0.0,0
DZA,Africa,Algeria,2023-08-19,271869.0,0.0,2.429,6881.0,0.0,0.0,6054.553583541922,0.0,0.053,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,2.4285714285714284,1.2142857142857142,inf,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,5,0.0,0
DZA,Africa,Algeria,2023-08-20,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,-inf,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,33,6,-1.0,1
DZA,Africa,Algeria,2023-08-21,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,0,0.0,1
DZA,Africa,Algeria,2023-08-22,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,1,0.0,0
DZA,Africa,Algeria,2023-08-23,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,2,0.0,0
DZA,Africa,Algeria,2023-08-24,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,3,0.0,0
DZA,Africa,Algeria,2023-08-25,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,4,0.0,0
DZA,Africa,Algeria,2023-08-26,271869.0,0.0,0.0,6881.0,0.0,0.0,6054.553583541922,0.0,0.0,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,-100.0,0.0,0.0,0.0,0.0,0.0,2.5309983852517206,2023,8,34,5,0.0,0
DZA,Africa,Algeria,2023-08-27,271871.0,2.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.04454022770924175,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,inf,0.0,0.0,0.0,0.0,2.530979766139088,2023,8,34,6,1.0,1
DZA,Africa,Algeria,2023-08-28,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,8,35,0,0.0,1
DZA,Africa,Algeria,2023-08-29,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,8,35,1,0.0,0
DZA,Africa,Algeria,2023-08-30,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,8,35,2,0.0,0
DZA,Africa,Algeria,2023-08-31,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,128011.9,18.21,-3.21,2806.8796,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,8,35,3,0.0,0
DZA,Africa,Algeria,2023-09-01,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,9,35,4,0.0,0
DZA,Africa,Algeria,2023-09-02,271871.0,0.0,0.286,6881.0,0.0,0.0,6054.5981237696315,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,inf,0.0,0.0,0.0,0.0,0.0,2.530979766139088,2023,9,35,5,0.0,0
DZA,Africa,Algeria,2023-09-03,271873.0,2.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.04454022770924175,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,-inf,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,35,6,0.0,0
DZA,Africa,Algeria,2023-09-04,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,0,0.0,0
DZA,Africa,Algeria,2023-09-05,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,1,0.0,0
DZA,Africa,Algeria,2023-09-06,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,2,0.0,0
DZA,Africa,Algeria,2023-09-07,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,3,0.0,0
DZA,Africa,Algeria,2023-09-08,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,4,0.0,0
DZA,Africa,Algeria,2023-09-09,271873.0,0.0,0.286,6881.0,0.0,0.0,6054.6426639973415,0.0,0.006,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.530961147300394,2023,9,36,5,0.0,0
DZA,Africa,Algeria,2023-09-10,271877.0,4.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0890804554184835,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,100.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,36,6,1.0,1
DZA,Africa,Algeria,2023-09-11,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,0,0.0,1
DZA,Africa,Algeria,2023-09-12,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,1,0.0,0
DZA,Africa,Algeria,2023-09-13,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,2,0.0,0
DZA,Africa,Algeria,2023-09-14,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,3,0.0,0
DZA,Africa,Algeria,2023-09-15,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,4,0.0,0
DZA,Africa,Algeria,2023-09-16,271877.0,0.0,0.571,6881.0,0.0,0.0,6054.73174445276,0.0,0.013,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,100.0,0.0,0.0,0.0,0.0,0.0,2.530923910444797,2023,9,37,5,0.0,0
DZA,Africa,Algeria,2023-09-17,271887.0,10.0,1.429,6881.0,0.0,0.0,6054.954445591306,0.22270113854620874,0.031,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,150.0,50.0,0.0,0.0,0.0,0.0,2.530830823099302,2023,9,37,6,1.0,1
DZA,Africa,Algeria,2023-09-18,271887.0,0.0,1.429,6881.0,0.0,0.0,6054.954445591306,0.0,0.031,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,150.0,0.0,0.0,0.0,0.0,0.0,2.530830823099302,2023,9,38,0,0.0,1
DZA,Africa,Algeria,2023-09-19,271887.0,0.0,1.429,6881.0,0.0,0.0,6054.954445591306,0.0,0.031,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,150.0,0.0,0.0,0.0,0.0,0.0,2.530830823099302,2023,9,38,1,0.0,0
DZA,Africa,Algeria,2023-09-20,271887.0,0.0,1.429,6881.0,0.0,0.0,6054.954445591306,0.0,0.031,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,150.0,0.0,0.0,0.0,0.0,0.0,2.530830823099302,2023,9,38,2,0.0,0
DZA,Africa,Algeria,2023-09-21,271887.0,0.0,1.429,6881.0,0.0,0.0,6054.954445591306,0.0,0.031,153.24065343364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,150.0,0.0,0.0,0.0,0.0,0.0,2.530830823099302,2023,9,38,3,0.0,0
